GT_string	Paternal	Maternal	Missing_ind_num	Missing_ind	Chromosome_type
NA_2_2_0_2_NA_1	N	D	2	A_CD	autosome
NA_2_2_0_2_NA_2	N	C	2	A_CD	autosome
NA_2_2_1_2_NA_1	N	D	2	A_CD	autosome
NA_2_2_2_2_NA_2	N	N	2	A_CD	autosome
0_NA_NA_0_0_0_0	N	N	2	B_C	autosome
0_NA_NA_1_0_0_0	N	N	2	B_C	autosome
0_NA_NA_2_0_1_0	N	C	2	B_C	autosome
0_NA_NA_2_0_1_1	N	D	2	B_C	autosome
0_NA_NA_0_0_1_0	N	D	2	B_C	autosome
0_NA_NA_0_0_1_1	N	C	2	B_C	autosome
0_NA_NA_1_0_2_1	N	N	2	B_C	autosome
0_NA_NA_2_0_2_1	N	N	2	B_C	autosome
0_NA_NA_0_1_0_0	A	N	2	B_C	autosome
0_NA_NA_0_1_0_1	B	N	2	B_C	autosome
0_NA_NA_1_1_0_0	A	N	2	B_C	autosome
0_NA_NA_1_1_0_1	B	N	2	B_C	autosome
0_NA_NA_1_1_1_1	N	N	2	B_C	autosome
0_NA_NA_2_1_1_0	A	C	2	B_C	autosome
0_NA_NA_2_1_1_1	N	N	2	B_C	autosome
0_NA_NA_2_1_1_2	B	D	2	B_C	autosome
0_NA_NA_0_1_1_0	A	D	2	B_C	autosome
0_NA_NA_0_1_1_1	N	N	2	B_C	autosome
0_NA_NA_0_1_1_2	B	C	2	B_C	autosome
0_NA_NA_1_1_2_1	A	N	2	B_C	autosome
0_NA_NA_1_1_2_2	B	N	2	B_C	autosome
0_NA_NA_2_1_2_1	A	N	2	B_C	autosome
0_NA_NA_2_1_2_2	B	N	2	B_C	autosome
1_NA_NA_0_0_0_0	N	N	2	B_C	autosome
1_NA_NA_1_0_0_0	N	N	2	B_C	autosome
1_NA_NA_1_1_1_1	N	N	2	B_C	autosome
1_NA_NA_2_0_1_0	N	C	2	B_C	autosome
1_NA_NA_2_0_1_1	N	D	2	B_C	autosome
1_NA_NA_2_1_1_1	N	N	2	B_C	autosome
1_NA_NA_0_0_1_0	N	D	2	B_C	autosome
1_NA_NA_0_0_1_1	N	C	2	B_C	autosome
1_NA_NA_0_1_1_1	N	N	2	B_C	autosome
1_NA_NA_1_0_2_1	N	N	2	B_C	autosome
1_NA_NA_2_0_2_1	N	N	2	B_C	autosome
1_NA_NA_0_2_0_1	N	N	2	B_C	autosome
1_NA_NA_1_2_0_1	N	N	2	B_C	autosome
1_NA_NA_2_2_1_1	N	C	2	B_C	autosome
1_NA_NA_2_2_1_2	N	D	2	B_C	autosome
1_NA_NA_0_2_1_1	N	D	2	B_C	autosome
1_NA_NA_0_2_1_2	N	C	2	B_C	autosome
1_NA_NA_1_2_2_2	N	N	2	B_C	autosome
1_NA_NA_2_2_2_2	N	N	2	B_C	autosome
2_NA_NA_0_1_0_0	B	N	2	B_C	autosome
2_NA_NA_0_1_0_1	A	N	2	B_C	autosome
2_NA_NA_1_1_0_0	B	N	2	B_C	autosome
2_NA_NA_1_1_0_1	A	N	2	B_C	autosome
2_NA_NA_1_1_1_1	N	N	2	B_C	autosome
2_NA_NA_2_1_1_0	B	C	2	B_C	autosome
2_NA_NA_2_1_1_1	N	N	2	B_C	autosome
2_NA_NA_2_1_1_2	A	D	2	B_C	autosome
2_NA_NA_0_1_1_0	B	D	2	B_C	autosome
2_NA_NA_0_1_1_1	N	N	2	B_C	autosome
2_NA_NA_0_1_1_2	A	C	2	B_C	autosome
2_NA_NA_1_1_2_1	B	N	2	B_C	autosome
2_NA_NA_1_1_2_2	A	N	2	B_C	autosome
2_NA_NA_2_1_2_1	B	N	2	B_C	autosome
2_NA_NA_2_1_2_2	A	N	2	B_C	autosome
2_NA_NA_0_2_0_1	N	N	2	B_C	autosome
2_NA_NA_1_2_0_1	N	N	2	B_C	autosome
2_NA_NA_2_2_1_1	N	C	2	B_C	autosome
2_NA_NA_2_2_1_2	N	D	2	B_C	autosome
2_NA_NA_0_2_1_1	N	D	2	B_C	autosome
2_NA_NA_0_2_1_2	N	C	2	B_C	autosome
2_NA_NA_1_2_2_2	N	N	2	B_C	autosome
2_NA_NA_2_2_2_2	N	N	2	B_C	autosome
0_NA_0_NA_0_0_0	N	N	2	B_D	autosome
0_NA_0_NA_0_1_0	N	C	2	B_D	autosome
0_NA_0_NA_0_1_1	N	D	2	B_D	autosome
0_NA_1_NA_0_0_0	N	N	2	B_D	autosome
0_NA_1_NA_0_2_1	N	N	2	B_D	autosome
0_NA_2_NA_0_1_0	N	D	2	B_D	autosome
0_NA_2_NA_0_1_1	N	C	2	B_D	autosome
0_NA_2_NA_0_2_1	N	N	2	B_D	autosome
0_NA_0_NA_1_0_0	A	N	2	B_D	autosome
0_NA_0_NA_1_0_1	B	N	2	B_D	autosome
0_NA_0_NA_1_1_0	A	C	2	B_D	autosome
0_NA_0_NA_1_1_1	N	N	2	B_D	autosome
0_NA_0_NA_1_1_2	B	D	2	B_D	autosome
0_NA_1_NA_1_0_0	A	N	2	B_D	autosome
0_NA_1_NA_1_0_1	B	N	2	B_D	autosome
0_NA_1_NA_1_1_1	N	N	2	B_D	autosome
0_NA_1_NA_1_2_1	A	N	2	B_D	autosome
0_NA_1_NA_1_2_2	B	N	2	B_D	autosome
0_NA_2_NA_1_1_0	A	D	2	B_D	autosome
0_NA_2_NA_1_1_1	N	N	2	B_D	autosome
0_NA_2_NA_1_1_2	B	C	2	B_D	autosome
0_NA_2_NA_1_2_1	A	N	2	B_D	autosome
0_NA_2_NA_1_2_2	B	N	2	B_D	autosome
1_NA_0_NA_0_0_0	N	N	2	B_D	autosome
1_NA_0_NA_0_1_0	N	C	2	B_D	autosome
1_NA_0_NA_0_1_1	N	D	2	B_D	autosome
1_NA_0_NA_1_1_1	N	N	2	B_D	autosome
1_NA_1_NA_0_0_0	N	N	2	B_D	autosome
1_NA_1_NA_1_1_1	N	N	2	B_D	autosome
1_NA_1_NA_0_2_1	N	N	2	B_D	autosome
1_NA_2_NA_0_1_0	N	D	2	B_D	autosome
1_NA_2_NA_0_1_1	N	C	2	B_D	autosome
1_NA_2_NA_1_1_1	N	N	2	B_D	autosome
1_NA_2_NA_0_2_1	N	N	2	B_D	autosome
1_NA_0_NA_2_0_1	N	N	2	B_D	autosome
1_NA_0_NA_2_1_1	N	C	2	B_D	autosome
1_NA_0_NA_2_1_2	N	D	2	B_D	autosome
1_NA_1_NA_2_0_1	N	N	2	B_D	autosome
1_NA_1_NA_2_2_2	N	N	2	B_D	autosome
1_NA_2_NA_2_1_1	N	D	2	B_D	autosome
1_NA_2_NA_2_1_2	N	C	2	B_D	autosome
1_NA_2_NA_2_2_2	N	N	2	B_D	autosome
2_NA_0_NA_1_0_0	B	N	2	B_D	autosome
2_NA_0_NA_1_0_1	A	N	2	B_D	autosome
2_NA_0_NA_1_1_0	B	C	2	B_D	autosome
2_NA_0_NA_1_1_1	N	N	2	B_D	autosome
2_NA_0_NA_1_1_2	A	D	2	B_D	autosome
2_NA_1_NA_1_0_0	B	N	2	B_D	autosome
2_NA_1_NA_1_0_1	A	N	2	B_D	autosome
2_NA_1_NA_1_1_1	N	N	2	B_D	autosome
2_NA_1_NA_1_2_1	B	N	2	B_D	autosome
2_NA_1_NA_1_2_2	A	N	2	B_D	autosome
2_NA_2_NA_1_1_0	B	D	2	B_D	autosome
2_NA_2_NA_1_1_1	N	N	2	B_D	autosome
2_NA_2_NA_1_1_2	A	C	2	B_D	autosome
2_NA_2_NA_1_2_1	B	N	2	B_D	autosome
2_NA_2_NA_1_2_2	A	N	2	B_D	autosome
2_NA_0_NA_2_0_1	N	N	2	B_D	autosome
2_NA_0_NA_2_1_1	N	C	2	B_D	autosome
2_NA_0_NA_2_1_2	N	D	2	B_D	autosome
2_NA_1_NA_2_0_1	N	N	2	B_D	autosome
2_NA_1_NA_2_2_2	N	N	2	B_D	autosome
2_NA_2_NA_2_1_1	N	D	2	B_D	autosome
2_NA_2_NA_2_1_2	N	C	2	B_D	autosome
2_NA_2_NA_2_2_2	N	N	2	B_D	autosome
0_NA_1_1_NA_1_1	N	N	2	B_AB	autosome
0_NA_0_0_NA_0_1	B	N	2	B_AB	autosome
0_NA_0_1_NA_0_1	B	N	2	B_AB	autosome
0_NA_0_1_NA_1_2	B	D	2	B_AB	autosome
0_NA_0_2_NA_1_2	B	D	2	B_AB	autosome
0_NA_1_0_NA_0_1	B	N	2	B_AB	autosome
0_NA_1_0_NA_1_2	B	C	2	B_AB	autosome
0_NA_1_1_NA_0_1	B	N	2	B_AB	autosome
0_NA_1_1_NA_1_2	B	N	2	B_AB	autosome
0_NA_1_1_NA_2_2	B	N	2	B_AB	autosome
0_NA_1_2_NA_1_2	B	D	2	B_AB	autosome
0_NA_1_2_NA_2_2	B	N	2	B_AB	autosome
0_NA_2_0_NA_1_2	B	C	2	B_AB	autosome
0_NA_2_1_NA_1_2	B	C	2	B_AB	autosome
0_NA_2_1_NA_2_2	B	N	2	B_AB	autosome
0_NA_2_2_NA_2_2	B	N	2	B_AB	autosome
1_NA_1_1_NA_1_1	N	N	2	B_AB	autosome
2_NA_0_0_NA_0_0	B	N	2	B_AB	autosome
2_NA_0_1_NA_0_0	B	N	2	B_AB	autosome
2_NA_0_1_NA_1_0	B	C	2	B_AB	autosome
2_NA_0_2_NA_1_0	B	C	2	B_AB	autosome
2_NA_1_0_NA_0_0	B	N	2	B_AB	autosome
2_NA_1_0_NA_1_0	B	D	2	B_AB	autosome
2_NA_1_1_NA_0_0	B	N	2	B_AB	autosome
2_NA_1_1_NA_1_0	B	N	2	B_AB	autosome
2_NA_1_1_NA_1_1	N	N	2	B_AB	autosome
2_NA_1_1_NA_2_1	B	N	2	B_AB	autosome
2_NA_1_2_NA_1_0	B	C	2	B_AB	autosome
2_NA_1_2_NA_2_1	B	N	2	B_AB	autosome
2_NA_2_0_NA_1_0	B	D	2	B_AB	autosome
2_NA_2_1_NA_1_0	B	D	2	B_AB	autosome
2_NA_2_1_NA_2_1	B	N	2	B_AB	autosome
2_NA_2_2_NA_2_1	B	N	2	B_AB	autosome
0_NA_0_0_0_NA_0	N	N	2	B_CD	autosome
0_NA_0_1_0_NA_1	N	D	2	B_CD	autosome
0_NA_0_2_0_NA_0	N	C	2	B_CD	autosome
0_NA_0_2_0_NA_1	N	D	2	B_CD	autosome
0_NA_1_0_0_NA_1	N	C	2	B_CD	autosome
0_NA_1_1_0_NA_0	N	N	2	B_CD	autosome
0_NA_1_1_0_NA_1	N	N	2	B_CD	autosome
0_NA_1_2_0_NA_0	N	C	2	B_CD	autosome
0_NA_2_0_0_NA_0	N	D	2	B_CD	autosome
0_NA_2_0_0_NA_1	N	C	2	B_CD	autosome
0_NA_2_1_0_NA_0	N	D	2	B_CD	autosome
0_NA_2_2_0_NA_1	N	N	2	B_CD	autosome
0_NA_0_0_1_NA_0	A	N	2	B_CD	autosome
0_NA_0_0_1_NA_1	B	N	2	B_CD	autosome
0_NA_0_1_1_NA_2	B	D	2	B_CD	autosome
0_NA_0_2_1_NA_0	A	C	2	B_CD	autosome
0_NA_0_2_1_NA_1	N	N	2	B_CD	autosome
0_NA_0_2_1_NA_2	B	D	2	B_CD	autosome
0_NA_1_0_1_NA_2	B	C	2	B_CD	autosome
0_NA_1_1_1_NA_0	A	N	2	B_CD	autosome
0_NA_1_1_1_NA_2	B	N	2	B_CD	autosome
0_NA_1_2_1_NA_0	A	C	2	B_CD	autosome
0_NA_2_0_1_NA_0	A	D	2	B_CD	autosome
0_NA_2_0_1_NA_1	N	N	2	B_CD	autosome
0_NA_2_0_1_NA_2	B	C	2	B_CD	autosome
0_NA_2_1_1_NA_0	A	D	2	B_CD	autosome
0_NA_2_2_1_NA_1	A	N	2	B_CD	autosome
0_NA_2_2_1_NA_2	B	N	2	B_CD	autosome
1_NA_0_0_0_NA_0	N	N	2	B_CD	autosome
1_NA_0_1_0_NA_1	N	D	2	B_CD	autosome
1_NA_0_2_0_NA_0	N	C	2	B_CD	autosome
1_NA_0_2_0_NA_1	N	D	2	B_CD	autosome
1_NA_0_2_1_NA_1	N	N	2	B_CD	autosome
1_NA_1_0_0_NA_1	N	C	2	B_CD	autosome
1_NA_1_1_0_NA_0	N	N	2	B_CD	autosome
1_NA_1_1_0_NA_1	N	N	2	B_CD	autosome
1_NA_1_2_0_NA_0	N	C	2	B_CD	autosome
1_NA_2_0_0_NA_0	N	D	2	B_CD	autosome
1_NA_2_0_0_NA_1	N	C	2	B_CD	autosome
1_NA_2_0_1_NA_1	N	N	2	B_CD	autosome
1_NA_2_1_0_NA_0	N	D	2	B_CD	autosome
1_NA_2_2_0_NA_1	N	N	2	B_CD	autosome
1_NA_0_0_2_NA_1	N	N	2	B_CD	autosome
1_NA_0_1_2_NA_2	N	D	2	B_CD	autosome
1_NA_0_2_2_NA_1	N	C	2	B_CD	autosome
1_NA_0_2_2_NA_2	N	D	2	B_CD	autosome
1_NA_1_0_2_NA_2	N	C	2	B_CD	autosome
1_NA_1_1_2_NA_1	N	N	2	B_CD	autosome
1_NA_1_1_2_NA_2	N	N	2	B_CD	autosome
1_NA_1_2_2_NA_1	N	C	2	B_CD	autosome
1_NA_2_0_2_NA_1	N	D	2	B_CD	autosome
1_NA_2_0_2_NA_2	N	C	2	B_CD	autosome
1_NA_2_1_2_NA_1	N	D	2	B_CD	autosome
1_NA_2_2_2_NA_2	N	N	2	B_CD	autosome
2_NA_0_0_1_NA_0	B	N	2	B_CD	autosome
2_NA_0_0_1_NA_1	A	N	2	B_CD	autosome
2_NA_0_1_1_NA_2	A	D	2	B_CD	autosome
2_NA_0_2_1_NA_0	B	C	2	B_CD	autosome
2_NA_0_2_1_NA_1	N	N	2	B_CD	autosome
2_NA_0_2_1_NA_2	A	D	2	B_CD	autosome
2_NA_1_0_1_NA_2	A	C	2	B_CD	autosome
2_NA_1_1_1_NA_0	B	N	2	B_CD	autosome
2_NA_1_1_1_NA_2	A	N	2	B_CD	autosome
2_NA_1_2_1_NA_0	B	C	2	B_CD	autosome
2_NA_2_0_1_NA_0	B	D	2	B_CD	autosome
2_NA_2_0_1_NA_1	N	N	2	B_CD	autosome
2_NA_2_0_1_NA_2	A	C	2	B_CD	autosome
2_NA_2_1_1_NA_0	B	D	2	B_CD	autosome
2_NA_2_2_1_NA_1	B	N	2	B_CD	autosome
2_NA_2_2_1_NA_2	A	N	2	B_CD	autosome
2_NA_0_0_2_NA_1	N	N	2	B_CD	autosome
2_NA_0_1_2_NA_2	N	D	2	B_CD	autosome
2_NA_0_2_2_NA_1	N	C	2	B_CD	autosome
2_NA_0_2_2_NA_2	N	D	2	B_CD	autosome
2_NA_1_0_2_NA_2	N	C	2	B_CD	autosome
2_NA_1_1_2_NA_1	N	N	2	B_CD	autosome
2_NA_1_1_2_NA_2	N	N	2	B_CD	autosome
2_NA_1_2_2_NA_1	N	C	2	B_CD	autosome
2_NA_2_0_2_NA_1	N	D	2	B_CD	autosome
2_NA_2_0_2_NA_2	N	C	2	B_CD	autosome
2_NA_2_1_2_NA_1	N	D	2	B_CD	autosome
2_NA_2_2_2_NA_2	N	N	2	B_CD	autosome
0_0_NA_NA_0_0_0	N	N	2	C_D	autosome
0_0_NA_NA_0_2_1	N	N	2	C_D	autosome
0_1_NA_NA_0_0_0	N	N	2	C_D	autosome
0_1_NA_NA_1_0_0	A	N	2	C_D	autosome
0_1_NA_NA_1_0_1	B	N	2	C_D	autosome
0_1_NA_NA_1_1_1	N	N	2	C_D	autosome
0_1_NA_NA_0_2_1	N	N	2	C_D	autosome
0_1_NA_NA_1_2_1	A	N	2	C_D	autosome
0_1_NA_NA_1_2_2	B	N	2	C_D	autosome
0_2_NA_NA_1_0_0	A	N	2	C_D	autosome
0_2_NA_NA_1_0_1	B	N	2	C_D	autosome
0_2_NA_NA_1_1_1	N	N	2	C_D	autosome
0_2_NA_NA_1_2_1	A	N	2	C_D	autosome
0_2_NA_NA_1_2_2	B	N	2	C_D	autosome
1_0_NA_NA_0_0_0	N	N	2	C_D	autosome
1_0_NA_NA_1_0_0	B	N	2	C_D	autosome
1_0_NA_NA_1_0_1	A	N	2	C_D	autosome
1_0_NA_NA_1_1_1	N	N	2	C_D	autosome
1_0_NA_NA_0_2_1	N	N	2	C_D	autosome
1_0_NA_NA_1_2_1	B	N	2	C_D	autosome
1_0_NA_NA_1_2_2	A	N	2	C_D	autosome
1_1_NA_NA_0_0_0	N	N	2	C_D	autosome
1_1_NA_NA_1_0_0	N	N	2	C_D	autosome
1_1_NA_NA_1_0_1	N	N	2	C_D	autosome
1_1_NA_NA_2_0_1	N	N	2	C_D	autosome
1_1_NA_NA_1_1_1	N	N	2	C_D	autosome
1_1_NA_NA_0_2_1	N	N	2	C_D	autosome
1_1_NA_NA_1_2_1	N	N	2	C_D	autosome
1_1_NA_NA_1_2_2	N	N	2	C_D	autosome
1_1_NA_NA_2_2_2	N	N	2	C_D	autosome
1_2_NA_NA_1_0_0	A	N	2	C_D	autosome
1_2_NA_NA_1_0_1	B	N	2	C_D	autosome
1_2_NA_NA_2_0_1	N	N	2	C_D	autosome
1_2_NA_NA_1_1_1	N	N	2	C_D	autosome
1_2_NA_NA_1_2_1	A	N	2	C_D	autosome
1_2_NA_NA_1_2_2	B	N	2	C_D	autosome
1_2_NA_NA_2_2_2	N	N	2	C_D	autosome
2_0_NA_NA_1_0_0	B	N	2	C_D	autosome
2_0_NA_NA_1_0_1	A	N	2	C_D	autosome
2_0_NA_NA_1_1_1	N	N	2	C_D	autosome
2_0_NA_NA_1_2_1	B	N	2	C_D	autosome
2_0_NA_NA_1_2_2	A	N	2	C_D	autosome
2_1_NA_NA_1_0_0	B	N	2	C_D	autosome
2_1_NA_NA_1_0_1	A	N	2	C_D	autosome
2_1_NA_NA_2_0_1	N	N	2	C_D	autosome
2_1_NA_NA_1_1_1	N	N	2	C_D	autosome
2_1_NA_NA_1_2_1	B	N	2	C_D	autosome
2_1_NA_NA_1_2_2	A	N	2	C_D	autosome
2_1_NA_NA_2_2_2	N	N	2	C_D	autosome
2_2_NA_NA_2_0_1	N	N	2	C_D	autosome
2_2_NA_NA_2_2_2	N	N	2	C_D	autosome
0_0_NA_0_NA_0_0	N	N	2	C_AB	autosome
0_0_NA_1_NA_0_0	N	N	2	C_AB	autosome
0_0_NA_2_NA_1_0	N	C	2	C_AB	autosome
0_0_NA_2_NA_1_1	N	D	2	C_AB	autosome
0_0_NA_0_NA_1_0	N	D	2	C_AB	autosome
0_0_NA_0_NA_1_1	N	C	2	C_AB	autosome
0_0_NA_1_NA_2_1	N	N	2	C_AB	autosome
0_0_NA_2_NA_2_1	N	N	2	C_AB	autosome
0_1_NA_0_NA_0_1	B	N	2	C_AB	autosome
0_1_NA_1_NA_0_1	B	N	2	C_AB	autosome
0_1_NA_2_NA_1_2	B	D	2	C_AB	autosome
0_1_NA_0_NA_1_2	B	C	2	C_AB	autosome
0_1_NA_1_NA_2_2	B	N	2	C_AB	autosome
0_1_NA_2_NA_2_2	B	N	2	C_AB	autosome
0_2_NA_0_NA_0_0	A	N	2	C_AB	autosome
0_2_NA_0_NA_0_1	B	N	2	C_AB	autosome
0_2_NA_1_NA_0_0	A	N	2	C_AB	autosome
0_2_NA_1_NA_0_1	B	N	2	C_AB	autosome
0_2_NA_1_NA_1_1	N	N	2	C_AB	autosome
0_2_NA_2_NA_1_0	A	C	2	C_AB	autosome
0_2_NA_2_NA_1_1	N	N	2	C_AB	autosome
0_2_NA_2_NA_1_2	B	D	2	C_AB	autosome
0_2_NA_0_NA_1_0	A	D	2	C_AB	autosome
0_2_NA_0_NA_1_1	N	N	2	C_AB	autosome
0_2_NA_0_NA_1_2	B	C	2	C_AB	autosome
0_2_NA_1_NA_2_1	A	N	2	C_AB	autosome
0_2_NA_1_NA_2_2	B	N	2	C_AB	autosome
0_2_NA_2_NA_2_1	A	N	2	C_AB	autosome
0_2_NA_2_NA_2_2	B	N	2	C_AB	autosome
1_0_NA_0_NA_0_1	A	N	2	C_AB	autosome
1_0_NA_1_NA_0_1	A	N	2	C_AB	autosome
1_0_NA_2_NA_1_2	A	D	2	C_AB	autosome
1_0_NA_0_NA_1_2	A	C	2	C_AB	autosome
1_0_NA_1_NA_2_2	A	N	2	C_AB	autosome
1_0_NA_2_NA_2_2	A	N	2	C_AB	autosome
1_1_NA_0_NA_0_0	N	N	2	C_AB	autosome
1_1_NA_0_NA_0_1	N	N	2	C_AB	autosome
1_1_NA_1_NA_0_0	N	N	2	C_AB	autosome
1_1_NA_1_NA_0_1	N	N	2	C_AB	autosome
1_1_NA_2_NA_1_0	N	C	2	C_AB	autosome
1_1_NA_2_NA_1_2	N	D	2	C_AB	autosome
1_1_NA_0_NA_1_0	N	D	2	C_AB	autosome
1_1_NA_0_NA_1_2	N	C	2	C_AB	autosome
1_1_NA_1_NA_2_1	N	N	2	C_AB	autosome
1_1_NA_1_NA_2_2	N	N	2	C_AB	autosome
1_1_NA_2_NA_2_1	N	N	2	C_AB	autosome
1_1_NA_2_NA_2_2	N	N	2	C_AB	autosome
1_2_NA_0_NA_0_0	A	N	2	C_AB	autosome
1_2_NA_1_NA_0_0	A	N	2	C_AB	autosome
1_2_NA_2_NA_1_0	A	C	2	C_AB	autosome
1_2_NA_0_NA_1_0	A	D	2	C_AB	autosome
1_2_NA_1_NA_2_1	A	N	2	C_AB	autosome
1_2_NA_2_NA_2_1	A	N	2	C_AB	autosome
2_0_NA_0_NA_0_0	B	N	2	C_AB	autosome
2_0_NA_0_NA_0_1	A	N	2	C_AB	autosome
2_0_NA_1_NA_0_0	B	N	2	C_AB	autosome
2_0_NA_1_NA_0_1	A	N	2	C_AB	autosome
2_0_NA_1_NA_1_1	N	N	2	C_AB	autosome
2_0_NA_2_NA_1_0	B	C	2	C_AB	autosome
2_0_NA_2_NA_1_1	N	N	2	C_AB	autosome
2_0_NA_2_NA_1_2	A	D	2	C_AB	autosome
2_0_NA_0_NA_1_0	B	D	2	C_AB	autosome
2_0_NA_0_NA_1_1	N	N	2	C_AB	autosome
2_0_NA_0_NA_1_2	A	C	2	C_AB	autosome
2_0_NA_1_NA_2_1	B	N	2	C_AB	autosome
2_0_NA_1_NA_2_2	A	N	2	C_AB	autosome
2_0_NA_2_NA_2_1	B	N	2	C_AB	autosome
2_0_NA_2_NA_2_2	A	N	2	C_AB	autosome
2_1_NA_0_NA_0_0	B	N	2	C_AB	autosome
2_1_NA_1_NA_0_0	B	N	2	C_AB	autosome
2_1_NA_2_NA_1_0	B	C	2	C_AB	autosome
2_1_NA_0_NA_1_0	B	D	2	C_AB	autosome
2_1_NA_1_NA_2_1	B	N	2	C_AB	autosome
2_1_NA_2_NA_2_1	B	N	2	C_AB	autosome
2_2_NA_0_NA_0_1	N	N	2	C_AB	autosome
2_2_NA_1_NA_0_1	N	N	2	C_AB	autosome
2_2_NA_2_NA_1_1	N	C	2	C_AB	autosome
2_2_NA_2_NA_1_2	N	D	2	C_AB	autosome
2_2_NA_0_NA_1_1	N	D	2	C_AB	autosome
2_2_NA_0_NA_1_2	N	C	2	C_AB	autosome
2_2_NA_1_NA_2_2	N	N	2	C_AB	autosome
2_2_NA_2_NA_2_2	N	N	2	C_AB	autosome
0_0_NA_2_0_NA_0	N	C	2	C_CD	autosome
0_0_NA_0_0_NA_1	N	C	2	C_CD	autosome
0_1_NA_2_0_NA_0	N	C	2	C_CD	autosome
0_1_NA_2_1_NA_0	A	C	2	C_CD	autosome
0_1_NA_0_0_NA_1	N	C	2	C_CD	autosome
0_1_NA_0_1_NA_2	B	C	2	C_CD	autosome
0_2_NA_2_1_NA_0	A	C	2	C_CD	autosome
0_2_NA_0_1_NA_2	B	C	2	C_CD	autosome
1_0_NA_2_0_NA_0	N	C	2	C_CD	autosome
1_0_NA_2_1_NA_0	B	C	2	C_CD	autosome
1_0_NA_0_0_NA_1	N	C	2	C_CD	autosome
1_0_NA_0_1_NA_2	A	C	2	C_CD	autosome
1_1_NA_0_1_NA_1	N	N	2	C_CD	autosome
1_1_NA_1_1_NA_1	N	N	2	C_CD	autosome
1_1_NA_2_0_NA_0	N	C	2	C_CD	autosome
1_1_NA_2_1_NA_0	N	C	2	C_CD	autosome
1_1_NA_2_1_NA_1	N	N	2	C_CD	autosome
1_1_NA_2_2_NA_1	N	C	2	C_CD	autosome
1_1_NA_0_0_NA_1	N	C	2	C_CD	autosome
1_1_NA_0_1_NA_2	N	C	2	C_CD	autosome
1_1_NA_0_2_NA_2	N	C	2	C_CD	autosome
1_2_NA_2_1_NA_0	A	C	2	C_CD	autosome
1_2_NA_2_2_NA_1	N	C	2	C_CD	autosome
1_2_NA_0_1_NA_2	B	C	2	C_CD	autosome
1_2_NA_0_2_NA_2	N	C	2	C_CD	autosome
2_0_NA_2_1_NA_0	B	C	2	C_CD	autosome
2_0_NA_0_1_NA_2	A	C	2	C_CD	autosome
2_1_NA_2_1_NA_0	B	C	2	C_CD	autosome
2_1_NA_2_2_NA_1	N	C	2	C_CD	autosome
2_1_NA_0_1_NA_2	A	C	2	C_CD	autosome
2_1_NA_0_2_NA_2	N	C	2	C_CD	autosome
2_2_NA_2_2_NA_1	N	C	2	C_CD	autosome
2_2_NA_0_2_NA_2	N	C	2	C_CD	autosome
0_0_0_NA_NA_0_0	N	N	2	D_AB	autosome
0_0_0_NA_NA_1_0	N	C	2	D_AB	autosome
0_0_0_NA_NA_1_1	N	D	2	D_AB	autosome
0_0_1_NA_NA_0_0	N	N	2	D_AB	autosome
0_0_1_NA_NA_2_1	N	N	2	D_AB	autosome
0_0_2_NA_NA_1_0	N	D	2	D_AB	autosome
0_0_2_NA_NA_1_1	N	C	2	D_AB	autosome
0_0_2_NA_NA_2_1	N	N	2	D_AB	autosome
0_1_0_NA_NA_0_1	B	N	2	D_AB	autosome
0_1_0_NA_NA_1_2	B	D	2	D_AB	autosome
0_1_1_NA_NA_0_1	B	N	2	D_AB	autosome
0_1_1_NA_NA_2_2	B	N	2	D_AB	autosome
0_1_2_NA_NA_1_2	B	C	2	D_AB	autosome
0_1_2_NA_NA_2_2	B	N	2	D_AB	autosome
0_2_0_NA_NA_0_0	A	N	2	D_AB	autosome
0_2_0_NA_NA_0_1	B	N	2	D_AB	autosome
0_2_0_NA_NA_1_0	A	C	2	D_AB	autosome
0_2_0_NA_NA_1_1	N	N	2	D_AB	autosome
0_2_0_NA_NA_1_2	B	D	2	D_AB	autosome
0_2_1_NA_NA_0_0	A	N	2	D_AB	autosome
0_2_1_NA_NA_0_1	B	N	2	D_AB	autosome
0_2_1_NA_NA_1_1	N	N	2	D_AB	autosome
0_2_1_NA_NA_2_1	A	N	2	D_AB	autosome
0_2_1_NA_NA_2_2	B	N	2	D_AB	autosome
0_2_2_NA_NA_1_0	A	D	2	D_AB	autosome
0_2_2_NA_NA_1_1	N	N	2	D_AB	autosome
0_2_2_NA_NA_1_2	B	C	2	D_AB	autosome
0_2_2_NA_NA_2_1	A	N	2	D_AB	autosome
0_2_2_NA_NA_2_2	B	N	2	D_AB	autosome
1_0_0_NA_NA_0_1	A	N	2	D_AB	autosome
1_0_0_NA_NA_1_2	A	D	2	D_AB	autosome
1_0_1_NA_NA_0_1	A	N	2	D_AB	autosome
1_0_1_NA_NA_2_2	A	N	2	D_AB	autosome
1_0_2_NA_NA_1_2	A	C	2	D_AB	autosome
1_0_2_NA_NA_2_2	A	N	2	D_AB	autosome
1_1_0_NA_NA_0_0	N	N	2	D_AB	autosome
1_1_0_NA_NA_0_1	N	N	2	D_AB	autosome
1_1_0_NA_NA_1_0	N	C	2	D_AB	autosome
1_1_0_NA_NA_1_2	N	D	2	D_AB	autosome
1_1_1_NA_NA_0_0	N	N	2	D_AB	autosome
1_1_1_NA_NA_0_1	N	N	2	D_AB	autosome
