GT_string	Paternal	Maternal	Missing_ind_num	Missing_ind	Chromosome_type
0_1_2_2_NA_2_1	B	N	1	AB	X
0_1_2_2_NA_2_2	B	N	1	AB	X
0_2_0_0_NA_0_1	B	N	1	AB	X
0_2_0_1_NA_0_1	B	N	1	AB	X
0_2_0_1_NA_1_1	B	C	1	AB	X
0_2_0_1_NA_1_2	B	D	1	AB	X
0_2_0_2_NA_1_1	B	C	1	AB	X
0_2_0_2_NA_1_2	B	D	1	AB	X
0_2_1_0_NA_0_1	B	N	1	AB	X
0_2_1_0_NA_1_1	B	D	1	AB	X
0_2_1_0_NA_1_2	B	C	1	AB	X
0_2_1_1_NA_0_1	B	N	1	AB	X
0_2_1_1_NA_1_1	B	N	1	AB	X
0_2_1_1_NA_1_2	B	N	1	AB	X
0_2_1_1_NA_2_2	B	N	1	AB	X
0_2_1_2_NA_1_1	B	C	1	AB	X
0_2_1_2_NA_1_2	B	D	1	AB	X
0_2_1_2_NA_2_2	B	N	1	AB	X
0_2_2_0_NA_1_1	B	D	1	AB	X
0_2_2_0_NA_1_2	B	C	1	AB	X
0_2_2_1_NA_1_1	B	D	1	AB	X
0_2_2_1_NA_1_2	B	C	1	AB	X
0_2_2_1_NA_2_2	B	N	1	AB	X
0_2_2_2_NA_2_2	B	N	1	AB	X
2_0_0_0_NA_0_0	B	N	1	AB	X
2_0_0_1_NA_0_0	B	N	1	AB	X
2_0_0_1_NA_1_0	B	C	1	AB	X
2_0_0_1_NA_1_1	B	D	1	AB	X
2_0_0_2_NA_1_0	B	C	1	AB	X
2_0_0_2_NA_1_1	B	D	1	AB	X
2_0_1_0_NA_0_0	B	N	1	AB	X
2_0_1_0_NA_1_0	B	D	1	AB	X
2_0_1_0_NA_1_1	B	C	1	AB	X
2_0_1_1_NA_0_0	B	N	1	AB	X
2_0_1_1_NA_1_0	B	N	1	AB	X
2_0_1_1_NA_1_1	B	N	1	AB	X
2_0_1_1_NA_2_1	B	N	1	AB	X
2_0_1_2_NA_1_0	B	C	1	AB	X
2_0_1_2_NA_1_1	B	D	1	AB	X
2_0_1_2_NA_2_1	B	N	1	AB	X
2_0_2_0_NA_1_0	B	D	1	AB	X
2_0_2_0_NA_1_1	B	C	1	AB	X
2_0_2_1_NA_1_0	B	D	1	AB	X
2_0_2_1_NA_1_1	B	C	1	AB	X
2_0_2_1_NA_2_1	B	N	1	AB	X
2_0_2_2_NA_2_1	B	N	1	AB	X
2_1_0_0_NA_0_0	B	N	1	AB	X
2_1_0_0_NA_0_1	B	N	1	AB	X
2_1_0_1_NA_0_0	B	N	1	AB	X
2_1_0_1_NA_1_0	B	C	1	AB	X
2_1_0_1_NA_0_1	B	N	1	AB	X
2_1_0_1_NA_1_2	B	D	1	AB	X
2_1_0_2_NA_1_0	B	C	1	AB	X
2_1_0_2_NA_1_2	B	D	1	AB	X
2_1_1_0_NA_0_0	B	N	1	AB	X
2_1_1_0_NA_1_0	B	D	1	AB	X
2_1_1_0_NA_0_1	B	N	1	AB	X
2_1_1_0_NA_1_2	B	C	1	AB	X
2_1_1_1_NA_0_0	B	N	1	AB	X
2_1_1_1_NA_1_0	B	N	1	AB	X
2_1_1_1_NA_1_1	B	N	1	AB	X
2_1_1_1_NA_2_1	B	N	1	AB	X
2_1_1_1_NA_0_1	B	N	1	AB	X
2_1_1_1_NA_1_2	B	N	1	AB	X
2_1_1_1_NA_2_2	B	N	1	AB	X
2_1_1_2_NA_1_0	B	C	1	AB	X
2_1_1_2_NA_2_1	B	N	1	AB	X
2_1_1_2_NA_1_2	B	D	1	AB	X
2_1_1_2_NA_2_2	B	N	1	AB	X
2_1_2_0_NA_1_0	B	D	1	AB	X
2_1_2_0_NA_1_2	B	C	1	AB	X
2_1_2_1_NA_1_0	B	D	1	AB	X
2_1_2_1_NA_2_1	B	N	1	AB	X
2_1_2_1_NA_1_2	B	C	1	AB	X
2_1_2_1_NA_2_2	B	N	1	AB	X
2_1_2_2_NA_2_1	B	N	1	AB	X
2_1_2_2_NA_2_2	B	N	1	AB	X
2_2_0_0_NA_0_1	B	N	1	AB	X
2_2_0_1_NA_0_1	B	N	1	AB	X
2_2_0_1_NA_1_1	B	C	1	AB	X
2_2_0_1_NA_1_2	B	D	1	AB	X
2_2_0_2_NA_1_1	B	C	1	AB	X
2_2_0_2_NA_1_2	B	D	1	AB	X
2_2_1_0_NA_0_1	B	N	1	AB	X
2_2_1_0_NA_1_1	B	D	1	AB	X
2_2_1_0_NA_1_2	B	C	1	AB	X
2_2_1_1_NA_0_1	B	N	1	AB	X
2_2_1_1_NA_1_1	B	N	1	AB	X
2_2_1_1_NA_1_2	B	N	1	AB	X
2_2_1_1_NA_2_2	B	N	1	AB	X
2_2_1_2_NA_1_1	B	C	1	AB	X
2_2_1_2_NA_1_2	B	D	1	AB	X
2_2_1_2_NA_2_2	B	N	1	AB	X
2_2_2_0_NA_1_1	B	D	1	AB	X
2_2_2_0_NA_1_2	B	C	1	AB	X
2_2_2_1_NA_1_1	B	D	1	AB	X
2_2_2_1_NA_1_2	B	C	1	AB	X
2_2_2_1_NA_2_2	B	N	1	AB	X
2_2_2_2_NA_2_2	B	N	1	AB	X
0_0_0_0_0_NA_0	B	N	1	CD	X
0_0_0_1_0_NA_1	B	D	1	CD	X
0_0_0_2_0_NA_0	B	C	1	CD	X
0_0_0_2_0_NA_1	B	D	1	CD	X
0_0_1_0_0_NA_1	B	C	1	CD	X
0_0_1_1_0_NA_0	B	N	1	CD	X
0_0_1_1_0_NA_1	B	N	1	CD	X
0_0_1_2_0_NA_0	B	C	1	CD	X
0_0_2_0_0_NA_0	B	D	1	CD	X
0_0_2_0_0_NA_1	B	C	1	CD	X
0_0_2_1_0_NA_0	B	D	1	CD	X
0_0_2_2_0_NA_1	B	N	1	CD	X
0_1_0_0_0_NA_0	B	N	1	CD	X
0_1_0_0_2_NA_1	B	N	1	CD	X
0_1_0_1_0_NA_1	B	D	1	CD	X
0_1_0_1_2_NA_2	B	D	1	CD	X
0_1_0_2_0_NA_0	B	C	1	CD	X
0_1_0_2_0_NA_1	B	D	1	CD	X
0_1_0_2_2_NA_1	B	C	1	CD	X
0_1_0_2_2_NA_2	B	D	1	CD	X
0_1_1_0_0_NA_1	B	C	1	CD	X
0_1_1_0_2_NA_2	B	C	1	CD	X
0_1_1_1_0_NA_0	B	N	1	CD	X
0_1_1_1_0_NA_1	B	N	1	CD	X
0_1_1_1_2_NA_1	B	N	1	CD	X
0_1_1_1_2_NA_2	B	N	1	CD	X
0_1_1_2_0_NA_0	B	C	1	CD	X
0_1_1_2_2_NA_1	B	C	1	CD	X
0_1_2_0_0_NA_0	B	D	1	CD	X
0_1_2_0_0_NA_1	B	C	1	CD	X
0_1_2_0_2_NA_1	B	D	1	CD	X
0_1_2_0_2_NA_2	B	C	1	CD	X
0_1_2_1_0_NA_0	B	D	1	CD	X
0_1_2_1_2_NA_1	B	D	1	CD	X
0_1_2_2_0_NA_1	B	N	1	CD	X
0_1_2_2_2_NA_2	B	N	1	CD	X
0_2_0_0_2_NA_1	B	N	1	CD	X
0_2_0_1_2_NA_2	B	D	1	CD	X
0_2_0_2_2_NA_1	B	C	1	CD	X
0_2_0_2_2_NA_2	B	D	1	CD	X
0_2_1_0_2_NA_2	B	C	1	CD	X
0_2_1_1_2_NA_1	B	N	1	CD	X
0_2_1_1_2_NA_2	B	N	1	CD	X
0_2_1_2_2_NA_1	B	C	1	CD	X
0_2_2_0_2_NA_1	B	D	1	CD	X
0_2_2_0_2_NA_2	B	C	1	CD	X
0_2_2_1_2_NA_1	B	D	1	CD	X
0_2_2_2_2_NA_2	B	N	1	CD	X
2_0_0_0_0_NA_0	B	N	1	CD	X
2_0_0_1_0_NA_1	B	D	1	CD	X
2_0_0_2_0_NA_0	B	C	1	CD	X
2_0_0_2_0_NA_1	B	D	1	CD	X
2_0_1_0_0_NA_1	B	C	1	CD	X
2_0_1_1_0_NA_0	B	N	1	CD	X
2_0_1_1_0_NA_1	B	N	1	CD	X
2_0_1_2_0_NA_0	B	C	1	CD	X
2_0_2_0_0_NA_0	B	D	1	CD	X
2_0_2_0_0_NA_1	B	C	1	CD	X
2_0_2_1_0_NA_0	B	D	1	CD	X
2_0_2_2_0_NA_1	B	N	1	CD	X
2_1_0_0_0_NA_0	B	N	1	CD	X
2_1_0_0_2_NA_1	B	N	1	CD	X
2_1_0_1_0_NA_1	B	D	1	CD	X
2_1_0_1_2_NA_2	B	D	1	CD	X
2_1_0_2_0_NA_0	B	C	1	CD	X
2_1_0_2_0_NA_1	B	D	1	CD	X
2_1_0_2_2_NA_1	B	C	1	CD	X
2_1_0_2_2_NA_2	B	D	1	CD	X
2_1_1_0_0_NA_1	B	C	1	CD	X
2_1_1_0_2_NA_2	B	C	1	CD	X
2_1_1_1_0_NA_0	B	N	1	CD	X
2_1_1_1_0_NA_1	B	N	1	CD	X
2_1_1_1_2_NA_1	B	N	1	CD	X
2_1_1_1_2_NA_2	B	N	1	CD	X
2_1_1_2_0_NA_0	B	C	1	CD	X
2_1_1_2_2_NA_1	B	C	1	CD	X
2_1_2_0_0_NA_0	B	D	1	CD	X
2_1_2_0_0_NA_1	B	C	1	CD	X
2_1_2_0_2_NA_1	B	D	1	CD	X
2_1_2_0_2_NA_2	B	C	1	CD	X
2_1_2_1_0_NA_0	B	D	1	CD	X
2_1_2_1_2_NA_1	B	D	1	CD	X
2_1_2_2_0_NA_1	B	N	1	CD	X
2_1_2_2_2_NA_2	B	N	1	CD	X
2_2_0_0_2_NA_1	B	N	1	CD	X
2_2_0_1_2_NA_2	B	D	1	CD	X
2_2_0_2_2_NA_1	B	C	1	CD	X
2_2_0_2_2_NA_2	B	D	1	CD	X
2_2_1_0_2_NA_2	B	C	1	CD	X
2_2_1_1_2_NA_1	B	N	1	CD	X
2_2_1_1_2_NA_2	B	N	1	CD	X
2_2_1_2_2_NA_1	B	C	1	CD	X
2_2_2_0_2_NA_1	B	D	1	CD	X
2_2_2_0_2_NA_2	B	C	1	CD	X
2_2_2_1_2_NA_1	B	D	1	CD	X
2_2_2_2_2_NA_2	B	N	1	CD	X
NA_NA_0_0_0_0_0	N	N	2	A_B	autosome
NA_NA_0_1_0_0_0	N	N	2	A_B	autosome
NA_NA_0_1_0_1_0	N	C	2	A_B	autosome
NA_NA_0_1_0_1_1	N	D	2	A_B	autosome
NA_NA_0_2_0_1_0	N	C	2	A_B	autosome
NA_NA_0_2_0_1_1	N	D	2	A_B	autosome
NA_NA_1_0_0_0_0	N	N	2	A_B	autosome
NA_NA_1_0_0_1_0	N	D	2	A_B	autosome
NA_NA_1_0_0_1_1	N	C	2	A_B	autosome
NA_NA_1_1_0_0_0	N	N	2	A_B	autosome
NA_NA_1_1_0_1_0	N	N	2	A_B	autosome
NA_NA_1_1_0_1_1	N	N	2	A_B	autosome
NA_NA_1_1_0_2_1	N	N	2	A_B	autosome
NA_NA_1_2_0_1_0	N	C	2	A_B	autosome
NA_NA_1_2_0_1_1	N	D	2	A_B	autosome
NA_NA_1_2_0_2_1	N	N	2	A_B	autosome
NA_NA_2_0_0_1_0	N	D	2	A_B	autosome
NA_NA_2_0_0_1_1	N	C	2	A_B	autosome
NA_NA_2_1_0_1_0	N	D	2	A_B	autosome
NA_NA_2_1_0_1_1	N	C	2	A_B	autosome
NA_NA_2_1_0_2_1	N	N	2	A_B	autosome
NA_NA_2_2_0_2_1	N	N	2	A_B	autosome
NA_NA_0_1_1_1_1	N	N	2	A_B	autosome
NA_NA_0_2_1_1_1	N	N	2	A_B	autosome
NA_NA_1_0_1_1_1	N	N	2	A_B	autosome
NA_NA_1_1_1_1_1	N	N	2	A_B	autosome
NA_NA_1_2_1_1_1	N	N	2	A_B	autosome
NA_NA_2_0_1_1_1	N	N	2	A_B	autosome
NA_NA_2_1_1_1_1	N	N	2	A_B	autosome
NA_NA_0_0_2_0_1	N	N	2	A_B	autosome
NA_NA_0_1_2_0_1	N	N	2	A_B	autosome
NA_NA_0_1_2_1_1	N	C	2	A_B	autosome
NA_NA_0_1_2_1_2	N	D	2	A_B	autosome
NA_NA_0_2_2_1_1	N	C	2	A_B	autosome
NA_NA_0_2_2_1_2	N	D	2	A_B	autosome
NA_NA_1_0_2_0_1	N	N	2	A_B	autosome
NA_NA_1_0_2_1_1	N	D	2	A_B	autosome
NA_NA_1_0_2_1_2	N	C	2	A_B	autosome
NA_NA_1_1_2_0_1	N	N	2	A_B	autosome
NA_NA_1_1_2_1_1	N	N	2	A_B	autosome
NA_NA_1_1_2_1_2	N	N	2	A_B	autosome
NA_NA_1_1_2_2_2	N	N	2	A_B	autosome
NA_NA_1_2_2_1_1	N	C	2	A_B	autosome
NA_NA_1_2_2_1_2	N	D	2	A_B	autosome
NA_NA_1_2_2_2_2	N	N	2	A_B	autosome
NA_NA_2_0_2_1_1	N	D	2	A_B	autosome
NA_NA_2_0_2_1_2	N	C	2	A_B	autosome
NA_NA_2_1_2_1_1	N	D	2	A_B	autosome
NA_NA_2_1_2_1_2	N	C	2	A_B	autosome
NA_NA_2_1_2_2_2	N	N	2	A_B	autosome
NA_NA_2_2_2_2_2	N	N	2	A_B	autosome
NA_0_NA_0_0_0_0	N	N	2	A_C	autosome
NA_0_NA_1_0_0_0	N	N	2	A_C	autosome
NA_0_NA_2_0_1_0	N	C	2	A_C	autosome
NA_0_NA_2_0_1_1	N	D	2	A_C	autosome
NA_0_NA_0_0_1_0	N	D	2	A_C	autosome
NA_0_NA_0_0_1_1	N	C	2	A_C	autosome
NA_0_NA_1_0_2_1	N	N	2	A_C	autosome
NA_0_NA_2_0_2_1	N	N	2	A_C	autosome
NA_1_NA_0_0_0_0	N	N	2	A_C	autosome
NA_1_NA_1_0_0_0	N	N	2	A_C	autosome
NA_1_NA_1_1_1_1	N	N	2	A_C	autosome
NA_1_NA_2_0_1_0	N	C	2	A_C	autosome
NA_1_NA_2_0_1_1	N	D	2	A_C	autosome
NA_1_NA_2_1_1_1	N	N	2	A_C	autosome
NA_1_NA_0_0_1_0	N	D	2	A_C	autosome
NA_1_NA_0_0_1_1	N	C	2	A_C	autosome
NA_1_NA_0_1_1_1	N	N	2	A_C	autosome
NA_1_NA_1_0_2_1	N	N	2	A_C	autosome
NA_1_NA_2_0_2_1	N	N	2	A_C	autosome
NA_2_NA_0_1_0_0	A	N	2	A_C	autosome
NA_2_NA_0_1_0_1	B	N	2	A_C	autosome
NA_2_NA_1_1_0_0	A	N	2	A_C	autosome
NA_2_NA_1_1_0_1	B	N	2	A_C	autosome
NA_2_NA_1_1_1_1	N	N	2	A_C	autosome
NA_2_NA_2_1_1_0	A	C	2	A_C	autosome
NA_2_NA_2_1_1_1	N	N	2	A_C	autosome
NA_2_NA_2_1_1_2	B	D	2	A_C	autosome
NA_2_NA_0_1_1_0	A	D	2	A_C	autosome
NA_2_NA_0_1_1_1	N	N	2	A_C	autosome
NA_2_NA_0_1_1_2	B	C	2	A_C	autosome
NA_2_NA_1_1_2_1	A	N	2	A_C	autosome
NA_2_NA_1_1_2_2	B	N	2	A_C	autosome
NA_2_NA_2_1_2_1	A	N	2	A_C	autosome
NA_2_NA_2_1_2_2	B	N	2	A_C	autosome
NA_0_NA_0_1_0_0	B	N	2	A_C	autosome
NA_0_NA_0_1_0_1	A	N	2	A_C	autosome
NA_0_NA_1_1_0_0	B	N	2	A_C	autosome
NA_0_NA_1_1_0_1	A	N	2	A_C	autosome
NA_0_NA_1_1_1_1	N	N	2	A_C	autosome
NA_0_NA_2_1_1_0	B	C	2	A_C	autosome
NA_0_NA_2_1_1_1	N	N	2	A_C	autosome
NA_0_NA_2_1_1_2	A	D	2	A_C	autosome
NA_0_NA_0_1_1_0	B	D	2	A_C	autosome
NA_0_NA_0_1_1_1	N	N	2	A_C	autosome
NA_0_NA_0_1_1_2	A	C	2	A_C	autosome
NA_0_NA_1_1_2_1	B	N	2	A_C	autosome
NA_0_NA_1_1_2_2	A	N	2	A_C	autosome
NA_0_NA_2_1_2_1	B	N	2	A_C	autosome
NA_0_NA_2_1_2_2	A	N	2	A_C	autosome
NA_1_NA_0_2_0_1	N	N	2	A_C	autosome
NA_1_NA_1_2_0_1	N	N	2	A_C	autosome
NA_1_NA_2_2_1_1	N	C	2	A_C	autosome
NA_1_NA_2_2_1_2	N	D	2	A_C	autosome
NA_1_NA_0_2_1_1	N	D	2	A_C	autosome
NA_1_NA_0_2_1_2	N	C	2	A_C	autosome
NA_1_NA_1_2_2_2	N	N	2	A_C	autosome
NA_1_NA_2_2_2_2	N	N	2	A_C	autosome
NA_2_NA_0_2_0_1	N	N	2	A_C	autosome
NA_2_NA_1_2_0_1	N	N	2	A_C	autosome
NA_2_NA_2_2_1_1	N	C	2	A_C	autosome
NA_2_NA_2_2_1_2	N	D	2	A_C	autosome
NA_2_NA_0_2_1_1	N	D	2	A_C	autosome
NA_2_NA_0_2_1_2	N	C	2	A_C	autosome
NA_2_NA_1_2_2_2	N	N	2	A_C	autosome
NA_2_NA_2_2_2_2	N	N	2	A_C	autosome
NA_0_0_NA_0_0_0	N	N	2	A_D	autosome
NA_0_0_NA_0_1_0	N	C	2	A_D	autosome
NA_0_0_NA_0_1_1	N	D	2	A_D	autosome
NA_0_1_NA_0_0_0	N	N	2	A_D	autosome
NA_0_1_NA_0_2_1	N	N	2	A_D	autosome
NA_0_2_NA_0_1_0	N	D	2	A_D	autosome
NA_0_2_NA_0_1_1	N	C	2	A_D	autosome
NA_0_2_NA_0_2_1	N	N	2	A_D	autosome
NA_1_0_NA_0_0_0	N	N	2	A_D	autosome
NA_1_0_NA_0_1_0	N	C	2	A_D	autosome
NA_1_0_NA_0_1_1	N	D	2	A_D	autosome
NA_1_0_NA_1_1_1	N	N	2	A_D	autosome
NA_1_1_NA_0_0_0	N	N	2	A_D	autosome
NA_1_1_NA_1_1_1	N	N	2	A_D	autosome
NA_1_1_NA_0_2_1	N	N	2	A_D	autosome
NA_1_2_NA_0_1_0	N	D	2	A_D	autosome
NA_1_2_NA_0_1_1	N	C	2	A_D	autosome
NA_1_2_NA_1_1_1	N	N	2	A_D	autosome
NA_1_2_NA_0_2_1	N	N	2	A_D	autosome
NA_2_0_NA_1_0_0	A	N	2	A_D	autosome
NA_2_0_NA_1_0_1	B	N	2	A_D	autosome
NA_2_0_NA_1_1_0	A	C	2	A_D	autosome
NA_2_0_NA_1_1_1	N	N	2	A_D	autosome
NA_2_0_NA_1_1_2	B	D	2	A_D	autosome
NA_2_1_NA_1_0_0	A	N	2	A_D	autosome
NA_2_1_NA_1_0_1	B	N	2	A_D	autosome
NA_2_1_NA_1_1_1	N	N	2	A_D	autosome
NA_2_1_NA_1_2_1	A	N	2	A_D	autosome
NA_2_1_NA_1_2_2	B	N	2	A_D	autosome
NA_2_2_NA_1_1_0	A	D	2	A_D	autosome
NA_2_2_NA_1_1_1	N	N	2	A_D	autosome
NA_2_2_NA_1_1_2	B	C	2	A_D	autosome
NA_2_2_NA_1_2_1	A	N	2	A_D	autosome
NA_2_2_NA_1_2_2	B	N	2	A_D	autosome
NA_0_0_NA_1_0_0	B	N	2	A_D	autosome
NA_0_0_NA_1_0_1	A	N	2	A_D	autosome
NA_0_0_NA_1_1_0	B	C	2	A_D	autosome
NA_0_0_NA_1_1_1	N	N	2	A_D	autosome
NA_0_0_NA_1_1_2	A	D	2	A_D	autosome
NA_0_1_NA_1_0_0	B	N	2	A_D	autosome
NA_0_1_NA_1_0_1	A	N	2	A_D	autosome
NA_0_1_NA_1_1_1	N	N	2	A_D	autosome
NA_0_1_NA_1_2_1	B	N	2	A_D	autosome
NA_0_1_NA_1_2_2	A	N	2	A_D	autosome
NA_0_2_NA_1_1_0	B	D	2	A_D	autosome
NA_0_2_NA_1_1_1	N	N	2	A_D	autosome
NA_0_2_NA_1_1_2	A	C	2	A_D	autosome
NA_0_2_NA_1_2_1	B	N	2	A_D	autosome
NA_0_2_NA_1_2_2	A	N	2	A_D	autosome
NA_1_0_NA_2_0_1	N	N	2	A_D	autosome
NA_1_0_NA_2_1_1	N	C	2	A_D	autosome
NA_1_0_NA_2_1_2	N	D	2	A_D	autosome
NA_1_1_NA_2_0_1	N	N	2	A_D	autosome
NA_1_1_NA_2_2_2	N	N	2	A_D	autosome
NA_1_2_NA_2_1_1	N	D	2	A_D	autosome
NA_1_2_NA_2_1_2	N	C	2	A_D	autosome
NA_1_2_NA_2_2_2	N	N	2	A_D	autosome
NA_2_0_NA_2_0_1	N	N	2	A_D	autosome
NA_2_0_NA_2_1_1	N	C	2	A_D	autosome
NA_2_0_NA_2_1_2	N	D	2	A_D	autosome
NA_2_1_NA_2_0_1	N	N	2	A_D	autosome
NA_2_1_NA_2_2_2	N	N	2	A_D	autosome
NA_2_2_NA_2_1_1	N	D	2	A_D	autosome
NA_2_2_NA_2_1_2	N	C	2	A_D	autosome
NA_2_2_NA_2_2_2	N	N	2	A_D	autosome
NA_0_1_1_NA_1_1	N	N	2	A_AB	autosome
NA_1_1_1_NA_1_1	N	N	2	A_AB	autosome
NA_2_0_0_NA_0_0	A	N	2	A_AB	autosome
NA_2_0_1_NA_0_0	A	N	2	A_AB	autosome
NA_2_0_1_NA_1_0	A	C	2	A_AB	autosome
NA_2_0_2_NA_1_0	A	C	2	A_AB	autosome
NA_2_1_0_NA_0_0	A	N	2	A_AB	autosome
NA_2_1_0_NA_1_0	A	D	2	A_AB	autosome
NA_2_1_1_NA_0_0	A	N	2	A_AB	autosome
NA_2_1_1_NA_1_0	A	N	2	A_AB	autosome
NA_2_1_1_NA_1_1	N	N	2	A_AB	autosome
NA_2_1_1_NA_2_1	A	N	2	A_AB	autosome
NA_2_1_2_NA_1_0	A	C	2	A_AB	autosome
NA_2_1_2_NA_2_1	A	N	2	A_AB	autosome
NA_2_2_0_NA_1_0	A	D	2	A_AB	autosome
NA_2_2_1_NA_1_0	A	D	2	A_AB	autosome
NA_2_2_1_NA_2_1	A	N	2	A_AB	autosome
NA_2_2_2_NA_2_1	A	N	2	A_AB	autosome
NA_0_0_0_NA_0_1	A	N	2	A_AB	autosome
NA_0_0_1_NA_0_1	A	N	2	A_AB	autosome
NA_0_0_1_NA_1_2	A	D	2	A_AB	autosome
NA_0_0_2_NA_1_2	A	D	2	A_AB	autosome
NA_0_1_0_NA_0_1	A	N	2	A_AB	autosome
NA_0_1_0_NA_1_2	A	C	2	A_AB	autosome
NA_0_1_1_NA_0_1	A	N	2	A_AB	autosome
NA_0_1_1_NA_1_2	A	N	2	A_AB	autosome
NA_0_1_1_NA_2_2	A	N	2	A_AB	autosome
NA_0_1_2_NA_1_2	A	D	2	A_AB	autosome
NA_0_1_2_NA_2_2	A	N	2	A_AB	autosome
NA_0_2_0_NA_1_2	A	C	2	A_AB	autosome
NA_0_2_1_NA_1_2	A	C	2	A_AB	autosome
NA_0_2_1_NA_2_2	A	N	2	A_AB	autosome
NA_0_2_2_NA_2_2	A	N	2	A_AB	autosome
NA_0_0_0_0_NA_0	N	N	2	A_CD	autosome
NA_0_0_1_0_NA_1	N	D	2	A_CD	autosome
NA_0_0_2_0_NA_0	N	C	2	A_CD	autosome
NA_0_0_2_0_NA_1	N	D	2	A_CD	autosome
NA_0_1_0_0_NA_1	N	C	2	A_CD	autosome
NA_0_1_1_0_NA_0	N	N	2	A_CD	autosome
NA_0_1_1_0_NA_1	N	N	2	A_CD	autosome
NA_0_1_2_0_NA_0	N	C	2	A_CD	autosome
NA_0_2_0_0_NA_0	N	D	2	A_CD	autosome
NA_0_2_0_0_NA_1	N	C	2	A_CD	autosome
NA_0_2_1_0_NA_0	N	D	2	A_CD	autosome
NA_0_2_2_0_NA_1	N	N	2	A_CD	autosome
NA_1_0_0_0_NA_0	N	N	2	A_CD	autosome
NA_1_0_1_0_NA_1	N	D	2	A_CD	autosome
NA_1_0_2_0_NA_0	N	C	2	A_CD	autosome
NA_1_0_2_0_NA_1	N	D	2	A_CD	autosome
NA_1_0_2_1_NA_1	N	N	2	A_CD	autosome
NA_1_1_0_0_NA_1	N	C	2	A_CD	autosome
NA_1_1_1_0_NA_0	N	N	2	A_CD	autosome
NA_1_1_1_0_NA_1	N	N	2	A_CD	autosome
NA_1_1_2_0_NA_0	N	C	2	A_CD	autosome
NA_1_2_0_0_NA_0	N	D	2	A_CD	autosome
NA_1_2_0_0_NA_1	N	C	2	A_CD	autosome
NA_1_2_0_1_NA_1	N	N	2	A_CD	autosome
NA_1_2_1_0_NA_0	N	D	2	A_CD	autosome
NA_1_2_2_0_NA_1	N	N	2	A_CD	autosome
NA_2_0_0_1_NA_0	A	N	2	A_CD	autosome
NA_2_0_0_1_NA_1	B	N	2	A_CD	autosome
NA_2_0_1_1_NA_2	B	D	2	A_CD	autosome
NA_2_0_2_1_NA_0	A	C	2	A_CD	autosome
NA_2_0_2_1_NA_1	N	N	2	A_CD	autosome
NA_2_0_2_1_NA_2	B	D	2	A_CD	autosome
NA_2_1_0_1_NA_2	B	C	2	A_CD	autosome
NA_2_1_1_1_NA_0	A	N	2	A_CD	autosome
NA_2_1_1_1_NA_2	B	N	2	A_CD	autosome
NA_2_1_2_1_NA_0	A	C	2	A_CD	autosome
NA_2_2_0_1_NA_0	A	D	2	A_CD	autosome
NA_2_2_0_1_NA_1	N	N	2	A_CD	autosome
NA_2_2_0_1_NA_2	B	C	2	A_CD	autosome
NA_2_2_1_1_NA_0	A	D	2	A_CD	autosome
NA_2_2_2_1_NA_1	A	N	2	A_CD	autosome
NA_2_2_2_1_NA_2	B	N	2	A_CD	autosome
NA_0_0_0_1_NA_0	B	N	2	A_CD	autosome
NA_0_0_0_1_NA_1	A	N	2	A_CD	autosome
NA_0_0_1_1_NA_2	A	D	2	A_CD	autosome
NA_0_0_2_1_NA_0	B	C	2	A_CD	autosome
NA_0_0_2_1_NA_1	N	N	2	A_CD	autosome
NA_0_0_2_1_NA_2	A	D	2	A_CD	autosome
NA_0_1_0_1_NA_2	A	C	2	A_CD	autosome
NA_0_1_1_1_NA_0	B	N	2	A_CD	autosome
NA_0_1_1_1_NA_2	A	N	2	A_CD	autosome
NA_0_1_2_1_NA_0	B	C	2	A_CD	autosome
NA_0_2_0_1_NA_0	B	D	2	A_CD	autosome
NA_0_2_0_1_NA_1	N	N	2	A_CD	autosome
NA_0_2_0_1_NA_2	A	C	2	A_CD	autosome
NA_0_2_1_1_NA_0	B	D	2	A_CD	autosome
NA_0_2_2_1_NA_1	B	N	2	A_CD	autosome
NA_0_2_2_1_NA_2	A	N	2	A_CD	autosome
NA_1_0_0_2_NA_1	N	N	2	A_CD	autosome
NA_1_0_1_2_NA_2	N	D	2	A_CD	autosome
NA_1_0_2_2_NA_1	N	C	2	A_CD	autosome
NA_1_0_2_2_NA_2	N	D	2	A_CD	autosome
NA_1_1_0_2_NA_2	N	C	2	A_CD	autosome
NA_1_1_1_2_NA_1	N	N	2	A_CD	autosome
NA_1_1_1_2_NA_2	N	N	2	A_CD	autosome
NA_1_1_2_2_NA_1	N	C	2	A_CD	autosome
NA_1_2_0_2_NA_1	N	D	2	A_CD	autosome
NA_1_2_0_2_NA_2	N	C	2	A_CD	autosome
NA_1_2_1_2_NA_1	N	D	2	A_CD	autosome
NA_1_2_2_2_NA_2	N	N	2	A_CD	autosome
NA_2_0_0_2_NA_1	N	N	2	A_CD	autosome
NA_2_0_1_2_NA_2	N	D	2	A_CD	autosome
NA_2_0_2_2_NA_1	N	C	2	A_CD	autosome
NA_2_0_2_2_NA_2	N	D	2	A_CD	autosome
NA_2_1_0_2_NA_2	N	C	2	A_CD	autosome
NA_2_1_1_2_NA_1	N	N	2	A_CD	autosome
NA_2_1_1_2_NA_2	N	N	2	A_CD	autosome
NA_2_1_2_2_NA_1	N	C	2	A_CD	autosome
